dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;,-3427
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(0):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,36591
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;researchplanet;,-3560
sharefakeplanet;sharelegitplanet;sharefakeplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,15047
dontshare;dontshare;dontshare;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,34
dontshare;sharelegitplanet;sharefakeplanet;,ifdidntshare(1):researchplanet:researchplanet;researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;,14889
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;,30050
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;,-6719
sharefakeplanet;sharelegitplanet;dontshare;,dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;ifdidntshare(1):researchplanet:researchplanet;,15018
sharefakeplanet;dontshare;dontshare;,dontresearchplanet;dontresearchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,17
sharelegitplanet;sharefakeplanet;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,14867
sharefakeplanet;dontshare;sharefakeplanet;,ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;researchplanet;,8
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;,-3511
dontshare;sharelegitplanet;sharelegitplanet;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;researchplanet;,30025
sharefakeplanet;sharelegitplanet;dontshare;,ifsharedfake(0):researchplanet:dontresearchplanet;researchplanet;dontresearchplanet;,11725
sharefakeplanet;dontshare;sharelegitplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;,15087
sharelegitplanet;sharefakeplanet;sharefakeplanet;,dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;researchplanet;,14768
sharelegitplanet;dontshare;sharelegitplanet;,ifsharedfake(0):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;,30086
sharelegitplanet;dontshare;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(0):researchplanet:researchplanet;,14904
sharefakeplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,11638
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;researchplanet;,14859
dontshare;sharelegitplanet;dontshare;,researchplanet;ifsharedlegit(2):researchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;,15001
dontshare;sharefakeplanet;sharelegitplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,11517
dontshare;sharelegitplanet;sharelegitplanet;,ifsharedlegit(2):dontresearchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;,30123
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:researchplanet;,48404
dontshare;dontshare;sharefakeplanet;,ifsharedfake(1):researchplanet:researchplanet;ifsharedlegit(0):researchplanet:researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,-91
sharelegitplanet;dontshare;sharefakeplanet;,researchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;,15026
sharefakeplanet;sharelegitplanet;sharelegitplanet;,researchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;,26854
sharefakeplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(1):researchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,26821
dontshare;sharefakeplanet;dontshare;,ifdidntshare(1):researchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,-137
dontshare;dontshare;dontshare;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,0
sharelegitplanet;dontshare;dontshare;,researchplanet;researchplanet;researchplanet;,15005
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(1):researchplanet:researchplanet;ifsharedlegit(0):researchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;,48446
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedfake(1):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,14932
sharefakeplanet;dontshare;dontshare;,researchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;,-3223
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedlegit(2):dontresearchplanet:researchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,14911
dontshare;dontshare;sharelegitplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;dontresearchplanet;,15020
dontshare;sharelegitplanet;dontshare;,ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;,15062
dontshare;dontshare;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14987
sharefakeplanet;dontshare;dontshare;,researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;dontresearchplanet;,3381
sharelegitplanet;dontshare;dontshare;,researchplanet;researchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14971
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(1):researchplanet:researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,-126
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;researchplanet;researchplanet;,29957
sharelegitplanet;sharefakeplanet;sharefakeplanet;,researchplanet;ifdidntshare(2):researchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,14811
dontshare;sharefakeplanet;dontshare;,ifdidntshare(2):researchplanet:dontresearchplanet;dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;,-3473
sharelegitplanet;sharelegitplanet;dontshare;,researchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,30097
sharefakeplanet;sharelegitplanet;dontshare;,dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,15093
sharelegitplanet;dontshare;sharelegitplanet;,ifsharedlegit(1):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;,30047
sharelegitplanet;dontshare;sharelegitplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;,30058
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(1):researchplanet:researchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,45049
sharelegitplanet;sharefakeplanet;sharefakeplanet;,dontresearchplanet;dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,14865
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,14912
sharelegitplanet;dontshare;sharelegitplanet;,ifdidntshare(0):researchplanet:researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;,33371
sharefakeplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(1):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;,15142
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,-3327
dontshare;sharefakeplanet;dontshare;,ifdidntshare(1):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;,3119
dontshare;sharefakeplanet;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;,18285
dontshare;sharelegitplanet;sharefakeplanet;,ifdidntshare(0):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,21528
sharefakeplanet;dontshare;sharefakeplanet;,ifsharedfake(1):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;researchplanet;,106
sharefakeplanet;sharelegitplanet;sharefakeplanet;,researchplanet;dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,15131
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;dontresearchplanet;,-195
dontshare;dontshare;sharelegitplanet;,researchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;researchplanet;,15096
sharelegitplanet;sharelegitplanet;sharelegitplanet;,researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,45133
dontshare;dontshare;dontshare;,ifdidntshare(1):dontresearchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;,3248
dontshare;sharelegitplanet;dontshare;,researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:dontresearchplanet;,21682
dontshare;sharelegitplanet;sharelegitplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;ifsharedfake(2):researchplanet:researchplanet;,29926
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;dontresearchplanet;researchplanet;,-84
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(0):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:researchplanet;,33276
sharefakeplanet;sharelegitplanet;dontshare;,ifsharedfake(1):researchplanet:researchplanet;ifdidntshare(1):researchplanet:researchplanet;researchplanet;,15092
dontshare;sharelegitplanet;sharelegitplanet;,ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;,29970
sharefakeplanet;sharelegitplanet;sharefakeplanet;,dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;researchplanet;,15089
dontshare;dontshare;sharelegitplanet;,researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;researchplanet;,11708
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;ifdidntshare(0):researchplanet:researchplanet;,14964
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(1):dontresearchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,15035
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;ifsharedfake(2):researchplanet:researchplanet;,-131
sharefakeplanet;sharelegitplanet;dontshare;,ifsharedfake(2):dontresearchplanet:researchplanet;dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,15050
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(1):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;,30060
sharelegitplanet;dontshare;sharefakeplanet;,ifsharedlegit(0):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;,18283
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(2):researchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14831
sharefakeplanet;dontshare;sharelegitplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;,11868
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,26677
sharelegitplanet;sharefakeplanet;dontshare;,dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;researchplanet;,14875
dontshare;dontshare;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,-50
sharelegitplanet;dontshare;sharefakeplanet;,ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,14965
sharelegitplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;,29981
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,29944
sharefakeplanet;sharefakeplanet;sharelegitplanet;,dontresearchplanet;researchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,14877
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,14961
sharefakeplanet;sharelegitplanet;sharelegitplanet;,ifdidntshare(0):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,26821
sharelegitplanet;dontshare;dontshare;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;,14917
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(1):researchplanet:researchplanet;researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,14971
sharelegitplanet;dontshare;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;,30039
sharelegitplanet;dontshare;dontshare;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;,5056
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;dontresearchplanet;,14813
sharelegitplanet;sharefakeplanet;sharefakeplanet;,ifsharedfake(1):researchplanet:researchplanet;dontresearchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,14921
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(1):researchplanet:researchplanet;researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,14826
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,29960
dontshare;sharefakeplanet;dontshare;,ifdidntshare(2):researchplanet:researchplanet;dontresearchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;,-61
dontshare;sharelegitplanet;dontshare;,ifdidntshare(0):researchplanet:researchplanet;dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,15100
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedlegit(0):researchplanet:researchplanet;ifdidntshare(1):researchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;,14816
dontshare;dontshare;dontshare;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;,-64
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifdidntshare(1):researchplanet:dontresearchplanet;researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;,29868
sharelegitplanet;dontshare;sharefakeplanet;,researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,18348
dontshare;dontshare;dontshare;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,-98
dontshare;sharefakeplanet;sharelegitplanet;,ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;dontresearchplanet;,14800
sharelegitplanet;dontshare;dontshare;,dontresearchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;dontresearchplanet;,18284
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(0):researchplanet:dontresearchplanet;,3216
sharelegitplanet;dontshare;sharefakeplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,14991
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;,11617
sharelegitplanet;sharefakeplanet;sharefakeplanet;,researchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;dontresearchplanet;,14811
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;,-3324
dontshare;sharefakeplanet;sharefakeplanet;,dontresearchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,-202
dontshare;sharelegitplanet;dontshare;,ifsharedfake(1):researchplanet:dontresearchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;researchplanet;,15009
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;,23319
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedlegit(1):researchplanet:researchplanet;researchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14816
sharelegitplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;dontresearchplanet;,26596
sharefakeplanet;sharefakeplanet;dontshare;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,-194
dontshare;sharefakeplanet;sharelegitplanet;,researchplanet;researchplanet;ifsharedfake(2):researchplanet:researchplanet;,14883
dontshare;sharefakeplanet;sharefakeplanet;,researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;,3164
sharefakeplanet;sharelegitplanet;dontshare;,researchplanet;ifsharedfake(2):researchplanet:researchplanet;dontresearchplanet;,15058
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,14841
sharefakeplanet;dontshare;sharelegitplanet;,ifsharedfake(0):researchplanet:researchplanet;researchplanet;ifdidntshare(0):researchplanet:researchplanet;,15063
sharefakeplanet;sharefakeplanet;dontshare;,ifdidntshare(1):researchplanet:dontresearchplanet;researchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;,-156
dontshare;sharefakeplanet;dontshare;,ifdidntshare(2):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;,-52
sharefakeplanet;sharelegitplanet;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,30135
sharefakeplanet;sharelegitplanet;sharefakeplanet;,dontresearchplanet;researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,14966
sharelegitplanet;dontshare;sharelegitplanet;,ifsharedlegit(2):researchplanet:researchplanet;ifsharedfake(0):researchplanet:researchplanet;researchplanet;,30016
sharefakeplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,33362
sharelegitplanet;dontshare;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;researchplanet;dontresearchplanet;,29908
sharefakeplanet;dontshare;sharelegitplanet;,ifdidntshare(1):researchplanet:researchplanet;dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,15128
sharefakeplanet;sharelegitplanet;sharefakeplanet;,researchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;dontresearchplanet;,15074
sharefakeplanet;dontshare;dontshare;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedlegit(2):researchplanet:researchplanet;,-26
sharefakeplanet;sharelegitplanet;dontshare;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;,18311
sharelegitplanet;sharefakeplanet;sharelegitplanet;,dontresearchplanet;researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;,29811
sharelegitplanet;sharelegitplanet;dontshare;,ifdidntshare(1):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,36695
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(1):dontresearchplanet:researchplanet;researchplanet;dontresearchplanet;,14937
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;,26729
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,-3537
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;,29908
sharelegitplanet;dontshare;dontshare;,researchplanet;researchplanet;researchplanet;,15005
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedfake(0):dontresearchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,33354
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,29913
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedlegit(0):researchplanet:researchplanet;researchplanet;,-217
sharefakeplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,18374
sharelegitplanet;sharelegitplanet;dontshare;,ifdidntshare(0):researchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;dontresearchplanet;,29945
sharefakeplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(2):researchplanet:researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;,11658
dontshare;sharefakeplanet;sharelegitplanet;,ifdidntshare(0):researchplanet:researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;dontresearchplanet;,14912
dontshare;dontshare;dontshare;,researchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;researchplanet;,110
dontshare;sharelegitplanet;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,29914
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedlegit(0):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;,33388
sharelegitplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifdidntshare(1):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;,29886
sharelegitplanet;sharefakeplanet;sharefakeplanet;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;researchplanet;,14868
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;,-195
sharelegitplanet;sharelegitplanet;dontshare;,ifdidntshare(0):dontresearchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;researchplanet;,30032
sharefakeplanet;dontshare;sharefakeplanet;,ifsharedlegit(2):researchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;,8
