sharelegitplanet;sharefakeplanet;dontshare;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,18146
dontshare;dontshare;dontshare;,ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;,-3356
dontshare;dontshare;sharefakeplanet;,dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;,-93
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,11600
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;dontresearchplanet;,30000
dontshare;dontshare;sharelegitplanet;,dontresearchplanet;dontresearchplanet;dontresearchplanet;,14987
sharelegitplanet;dontshare;dontshare;,ifsharedlegit(0):researchplanet:researchplanet;dontresearchplanet;dontresearchplanet;,15069
dontshare;sharelegitplanet;dontshare;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,14990
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;researchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,29952
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(1):dontresearchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,-182
sharefakeplanet;dontshare;sharelegitplanet;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:researchplanet;,15087
sharefakeplanet;sharefakeplanet;sharelegitplanet;,ifdidntshare(0):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;,14910
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(1):researchplanet:researchplanet;dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;,30077
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedlegit(0):researchplanet:dontresearchplanet;dontresearchplanet;researchplanet;,18277
sharefakeplanet;dontshare;dontshare;,ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;,-3297
sharefakeplanet;dontshare;sharelegitplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;,8404
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,44987
sharelegitplanet;dontshare;sharelegitplanet;,dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;,29941
sharelegitplanet;sharelegitplanet;dontshare;,researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;researchplanet;,26743
dontshare;dontshare;sharelegitplanet;,ifsharedlegit(2):researchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,18193
sharelegitplanet;sharelegitplanet;dontshare;,dontresearchplanet;ifsharedlegit(0):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,29947
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(2):researchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,3236
dontshare;dontshare;sharelegitplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;ifdidntshare(0):dontresearchplanet:researchplanet;,14956
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,14877
sharefakeplanet;dontshare;sharefakeplanet;,ifsharedlegit(1):researchplanet:researchplanet;dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,3401
sharelegitplanet;sharefakeplanet;sharefakeplanet;,dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;dontresearchplanet;,14779
sharelegitplanet;sharefakeplanet;sharelegitplanet;,dontresearchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,29911
dontshare;dontshare;dontshare;,ifsharedlegit(0):researchplanet:researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;dontresearchplanet;,-3312
sharelegitplanet;sharelegitplanet;dontshare;,dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,30051
sharelegitplanet;sharelegitplanet;dontshare;,ifsharedfake(1):researchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;researchplanet;,30131
sharefakeplanet;dontshare;sharefakeplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;,0
dontshare;sharefakeplanet;sharelegitplanet;,ifdidntshare(0):researchplanet:researchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;,14909
sharelegitplanet;sharefakeplanet;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;dontresearchplanet;,14736
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,14741
sharefakeplanet;sharelegitplanet;sharefakeplanet;,researchplanet;ifdidntshare(1):researchplanet:researchplanet;researchplanet;,15064
dontshare;dontshare;sharelegitplanet;,researchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,15096
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,29945
sharelegitplanet;sharefakeplanet;sharefakeplanet;,researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,14885
sharefakeplanet;dontshare;sharelegitplanet;,ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,15030
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;,30037
dontshare;sharefakeplanet;sharelegitplanet;,ifsharedlegit(1):researchplanet:researchplanet;ifsharedlegit(1):researchplanet:researchplanet;ifsharedfake(0):researchplanet:researchplanet;,14883
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:researchplanet;researchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;,-6854
dontshare;sharelegitplanet;sharelegitplanet;,dontresearchplanet;dontresearchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,33318
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;ifsharedfake(1):researchplanet:researchplanet;,-135
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(1):dontresearchplanet:researchplanet;ifdidntshare(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;,14859
dontshare;dontshare;sharefakeplanet;,ifdidntshare(2):researchplanet:researchplanet;ifsharedlegit(0):researchplanet:researchplanet;dontresearchplanet;,-91
sharefakeplanet;sharefakeplanet;sharelegitplanet;,ifsharedlegit(2):researchplanet:researchplanet;researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,14951
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;,44950
sharefakeplanet;sharefakeplanet;dontshare;,ifdidntshare(1):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;,-56
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:researchplanet;,30086
sharelegitplanet;sharefakeplanet;dontshare;,ifdidntshare(2):researchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,14916
dontshare;sharelegitplanet;sharelegitplanet;,ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,29902
dontshare;sharelegitplanet;sharelegitplanet;,dontresearchplanet;dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;,33318
sharelegitplanet;dontshare;sharelegitplanet;,dontresearchplanet;dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;,30039
sharefakeplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(0):researchplanet:dontresearchplanet;ifsharedfake(0):researchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;,8347
sharefakeplanet;sharefakeplanet;dontshare;,ifdidntshare(0):dontresearchplanet:researchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;,-3337
sharelegitplanet;dontshare;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;ifdidntshare(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,15002
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedlegit(2):dontresearchplanet:researchplanet;dontresearchplanet;dontresearchplanet;,30009
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedlegit(2):researchplanet:dontresearchplanet;dontresearchplanet;ifsharedlegit(2):researchplanet:researchplanet;,-192
sharefakeplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(1):dontresearchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;,15165
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(1):dontresearchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;,5
dontshare;sharefakeplanet;sharelegitplanet;,ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifdidntshare(0):researchplanet:researchplanet;ifsharedlegit(1):researchplanet:researchplanet;,14807
sharelegitplanet;dontshare;dontshare;,ifdidntshare(2):researchplanet:researchplanet;ifdidntshare(1):researchplanet:researchplanet;researchplanet;,15005
sharelegitplanet;sharefakeplanet;dontshare;,dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;ifdidntshare(2):dontresearchplanet:researchplanet;,14852
dontshare;sharelegitplanet;sharefakeplanet;,ifdidntshare(0):researchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,14925
sharefakeplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;,11758
dontshare;sharefakeplanet;dontshare;,dontresearchplanet;dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,-156
sharefakeplanet;sharelegitplanet;dontshare;,ifdidntshare(1):researchplanet:researchplanet;ifsharedfake(2):researchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;,18385
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,-167
dontshare;sharefakeplanet;sharelegitplanet;,ifdidntshare(0):dontresearchplanet:researchplanet;ifsharedlegit(1):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:researchplanet;,18276
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;researchplanet;,-3391
dontshare;sharelegitplanet;sharefakeplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;,11625
dontshare;sharefakeplanet;sharefakeplanet;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,-180
sharefakeplanet;sharelegitplanet;sharelegitplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;,30096
dontshare;sharelegitplanet;dontshare;,ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedlegit(2):dontresearchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:dontresearchplanet;,11571
sharelegitplanet;dontshare;sharefakeplanet;,ifsharedfake(0):dontresearchplanet:researchplanet;ifsharedfake(0):dontresearchplanet:researchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,21588
dontshare;dontshare;sharelegitplanet;,ifsharedlegit(1):dontresearchplanet:researchplanet;researchplanet;ifsharedfake(1):researchplanet:researchplanet;,14964
dontshare;sharelegitplanet;dontshare;,dontresearchplanet;ifdidntshare(1):researchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14968
dontshare;sharefakeplanet;dontshare;,ifsharedfake(0):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;ifsharedfake(1):dontresearchplanet:dontresearchplanet;,3126
dontshare;dontshare;sharelegitplanet;,dontresearchplanet;ifsharedfake(0):researchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;,14922
sharelegitplanet;sharefakeplanet;dontshare;,ifsharedfake(1):dontresearchplanet:dontresearchplanet;researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,14741
sharelegitplanet;sharelegitplanet;sharelegitplanet;,ifsharedfake(0):dontresearchplanet:dontresearchplanet;dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,45049
sharelegitplanet;sharefakeplanet;sharefakeplanet;,researchplanet;ifsharedfake(1):researchplanet:researchplanet;ifsharedfake(1):researchplanet:dontresearchplanet;,14814
sharefakeplanet;dontshare;dontshare;,ifdidntshare(1):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;,3363
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(2):dontresearchplanet:researchplanet;ifsharedlegit(2):researchplanet:researchplanet;ifdidntshare(0):researchplanet:researchplanet;,29987
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedfake(2):researchplanet:researchplanet;researchplanet;researchplanet;,-91
sharefakeplanet;sharefakeplanet;sharelegitplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifdidntshare(1):researchplanet:researchplanet;dontresearchplanet;,14877
dontshare;dontshare;sharelegitplanet;,ifsharedfake(2):researchplanet:dontresearchplanet;ifsharedfake(2):dontresearchplanet:dontresearchplanet;researchplanet;,15127
sharelegitplanet;dontshare;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:researchplanet;ifsharedfake(1):dontresearchplanet:researchplanet;ifdidntshare(2):researchplanet:researchplanet;,14945
dontshare;dontshare;sharefakeplanet;,dontresearchplanet;dontresearchplanet;ifsharedlegit(1):researchplanet:dontresearchplanet;,-59
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifdidntshare(2):researchplanet:researchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;ifdidntshare(1):dontresearchplanet:researchplanet;,30000
dontshare;dontshare;sharelegitplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;researchplanet;ifdidntshare(1):dontresearchplanet:dontresearchplanet;,14889
sharefakeplanet;sharelegitplanet;sharefakeplanet;,ifdidntshare(1):dontresearchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:researchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,14958
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):researchplanet:researchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,-197
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifsharedfake(2):researchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:researchplanet;researchplanet;,26629
sharelegitplanet;sharefakeplanet;sharelegitplanet;,ifdidntshare(1):researchplanet:researchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;,29986
sharefakeplanet;dontshare;dontshare;,ifsharedfake(2):dontresearchplanet:researchplanet;ifsharedlegit(1):researchplanet:researchplanet;researchplanet;,-80
sharefakeplanet;dontshare;sharefakeplanet;,dontresearchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(1):dontresearchplanet:researchplanet;,22
dontshare;sharelegitplanet;sharelegitplanet;,dontresearchplanet;researchplanet;researchplanet;,29926
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedfake(2):researchplanet:researchplanet;dontresearchplanet;,-167
dontshare;sharelegitplanet;dontshare;,ifdidntshare(2):researchplanet:researchplanet;ifsharedlegit(0):dontresearchplanet:dontresearchplanet;ifsharedlegit(2):researchplanet:dontresearchplanet;,18393
sharelegitplanet;sharefakeplanet;sharelegitplanet;,researchplanet;ifdidntshare(0):researchplanet:dontresearchplanet;dontresearchplanet;,29986
sharefakeplanet;sharefakeplanet;dontshare;,ifsharedlegit(2):dontresearchplanet:researchplanet;ifdidntshare(2):researchplanet:researchplanet;ifsharedfake(0):researchplanet:researchplanet;,-88
sharefakeplanet;sharefakeplanet;sharefakeplanet;,ifsharedlegit(1):researchplanet:dontresearchplanet;researchplanet;dontresearchplanet;,-163
dontshare;dontshare;sharefakeplanet;,ifsharedlegit(2):dontresearchplanet:dontresearchplanet;ifsharedlegit(0):researchplanet:dontresearchplanet;ifdidntshare(2):researchplanet:dontresearchplanet;,3221
dontshare;dontshare;dontshare;,ifsharedfake(1):researchplanet:dontresearchplanet;researchplanet;ifsharedfake(2):researchplanet:dontresearchplanet;,-3406
sharelegitplanet;sharelegitplanet;sharefakeplanet;,ifsharedfake(0):dontresearchplanet:researchplanet;dontresearchplanet;ifsharedfake(1):researchplanet:researchplanet;,33334
